Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
0,00C31403,true,Rx,0,5,04,01,41,5F,1E,00,00,00,
0,00431403,true,Rx,0,8,07,AA,02,00,00,B5,2D,2B,
0,00831403,true,Rx,0,8,07,23,09,00,01,4B,14,03,
0,00C31403,true,Rx,0,5,04,20,02,57,7A,00,00,00,
0,00490314,true,Rx,0,8,07,AA,02,2C,00,E7,2F,29,
0,00890314,true,Rx,0,8,07,23,09,00,01,4B,03,14,
0,00C90314,true,Rx,0,8,07,01,05,79,29,2B,29,2B,
0,01090314,true,Rx,0,8,07,22,2B,5B,28,29,22,2B,
0,01490314,true,Rx,0,8,07,63,5C,45,09,1B,10,09,
0,01890314,true,Rx,0,8,07,1B,19,1B,1D,09,18,1D,
0,01C90314,true,Rx,0,8,07,13,1A,1E,13,1A,1E,29,
0,02090314,true,Rx,0,8,07,29,29,29,29,29,29,29,
0,02490314,true,Rx,0,8,06,29,29,29,29,EB,98,00,
0,00480314,true,Rx,0,8,07,AA,02,24,00,4F,2F,2A,
0,00880314,true,Rx,0,8,07,23,09,00,01,4B,03,14,
0,00C80314,true,Rx,0,8,07,01,41,D5,D5,D5,D5,D5,
0,01080314,true,Rx,0,8,07,D5,D5,D5,D5,D5,D5,D5,
0,01480314,true,Rx,0,8,07,D5,D5,D5,D5,D5,D5,D5,
0,01880314,true,Rx,0,8,07,D5,D5,D5,D5,D5,D5,D5,
0,01C80314,true,Rx,0,8,07,D5,D5,D5,D5,D5,D5,D5,
0,02080314,true,Rx,0,8,05,D5,D5,D5,70,66,00,00,
0,00430342,true,Rx,0,8,07,AA,02,00,00,B5,2D,2B,
0,00830342,true,Rx,0,8,07,23,09,00,01,4B,03,42,
0,00C30342,true,Rx,0,8,04,03,19,5B,E1,00,00,00,
0,004A0314,true,Rx,0,8,07,AA,02,2E,00,CD,2F,2B,
0,008A0314,true,Rx,0,8,07,23,09,00,01,4B,03,14,
0,00CA0314,true,Rx,0,8,07,20,02,2A,2A,2A,37,FF,
0,010A0314,true,Rx,0,8,07,2B,2B,B3,11,2B,2B,2B,
0,014A0314,true,Rx,0,8,07,4F,26,31,2A,2B,18,3C,
0,018A0314,true,Rx,0,8,07,2B,2B,18,3C,2B,2B,2A,
0,01CA0314,true,Rx,0,8,07,96,15,E7,6A,28,28,2B,
0,020A0314,true,Rx,0,8,07,2A,2A,F1,E0,2B,2B,91,
0,024A0314,true,Rx,0,8,07,FA,2B,2B,3F,2B,4F,57,
0,028A0314,true,Rx,0,8,01,67,00,00,00,00,00,00,
0,005E0314,true,Rx,0,8,07,AA,02,BC,00,06,2F,2B,
0,009E0314,true,Rx,0,8,07,23,09,00,01,4B,03,14,
0,00DE0314,true,Rx,0,8,07,20,32,2B,2A,29,2B,2B,
0,011E0314,true,Rx,0,8,07,2B,2B,59,29,20,29,31,
0,015E0314,true,Rx,0,8,07,1D,E7,2B,2B,68,C6,D4,
0,019E0314,true,Rx,0,8,07,D4,31,2A,0B,65,2B,2B,
0,01DE0314,true,Rx,0,8,07,5E,38,2B,2B,C9,66,2B,
0,021E0314,true,Rx,0,8,07,2B,0D,2B,2B,2B,48,E5,
0,025E0314,true,Rx,0,8,07,27,ED,27,31,3C,36,36,
0,029E0314,true,Rx,0,8,07,2B,2B,47,66,2B,2B,61,
0,02DE0314,true,Rx,0,8,07,56,E7,6A,2B,2B,2B,2B,
0,031E0314,true,Rx,0,8,07,2B,2B,2B,2B,2B,2B,2B,
0,035E0314,true,Rx,0,8,07,2B,28,2B,2B,2B,2B,3B,
0,039E0314,true,Rx,0,8,07,2B,2B,2B,2B,2B,2B,2B,
0,03DE0314,true,Rx,0,8,07,2B,2B,2B,2B,2B,2B,2B,
0,041E0314,true,Rx,0,8,07,2B,2B,2B,2B,2B,2B,2B,
0,045E0314,true,Rx,0,8,07,2B,2B,2B,2B,2B,2B,2B,
0,049E0314,true,Rx,0,8,07,2B,2B,2B,2B,28,2B,2B,
0,04DE0314,true,Rx,0,8,07,2B,2B,2B,2B,7D,1B,05,
0,051E0314,true,Rx,0,8,07,1B,05,1A,28,2A,D4,D4,
0,055E0314,true,Rx,0,8,07,1B,1B,1B,1B,1B,1B,1B,
0,059E0314,true,Rx,0,8,07,1B,1B,1B,1B,1B,1B,1B,
0,05DE0314,true,Rx,0,8,07,1B,1B,7B,29,2B,2B,CB,
0,061E0314,true,Rx,0,8,07,6A,2B,8F,16,14,A4,46,
0,065E0314,true,Rx,0,8,07,E7,6A,2A,2B,20,29,29,
0,069E0314,true,Rx,0,8,07,2A,2B,2B,2B,2B,2B,2B,
0,06DE0314,true,Rx,0,8,07,2B,2B,6C,EB,20,2B,B9,
0,071E0314,true,Rx,0,8,07,0B,20,2B,2B,2B,2B,2B,
0,075E0314,true,Rx,0,8,07,2B,2B,2B,2B,2B,6D,6C,
0,079E0314,true,Rx,0,8,03,6C,39,27,00,00,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00450306,true,Rx,0,8,07,AA,02,0C,00,49,2C,00,
0,00850306,true,Rx,0,8,07,00,00,00,00,00,03,06,
0,00C50306,true,Rx,0,8,07,03,23,00,00,01,00,01,
0,01050306,true,Rx,0,8,07,64,14,01,01,00,01,00,
0,01450306,true,Rx,0,8,02,91,C4,00,00,00,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00430306,true,Rx,0,8,07,AA,02,02,00,9F,2C,00,
0,00830306,true,Rx,0,8,07,00,00,00,00,00,03,06,
0,00C30306,true,Rx,0,8,06,03,10,01,01,99,28,00,
0,00461403,true,Rx,0,8,07,AA,02,17,00,89,2C,2C,
0,00861403,true,Rx,0,8,07,23,09,00,01,4B,14,03,
0,00C61403,true,Rx,0,8,07,03,30,2C,2F,D3,D5,2C,
0,01061403,true,Rx,0,8,07,2C,2C,2C,2C,2C,2C,2C,
0,01461403,true,Rx,0,8,07,2C,2C,2C,2C,2C,2C,2C,
0,01861403,true,Rx,0,7,06,2C,2C,2C,2C,B8,38,00,
0,00461406,true,Rx,0,8,07,AA,02,17,00,89,2C,2D,
0,00861406,true,Rx,0,8,07,23,09,00,01,4B,14,06,
0,00C61406,true,Rx,0,8,07,03,30,2D,2E,D2,D4,2D,
0,01061406,true,Rx,0,8,07,2D,2D,2D,2D,2D,2D,2D,
0,01461406,true,Rx,0,8,07,2D,2D,2D,2D,2D,2D,2D,
0,01861406,true,Rx,0,7,06,2D,2D,2D,2D,1F,33,00,
0,10014001,true,Rx,0,8,AA,03,17,00,E2,2C,CF,E5,
0,10114001,true,Rx,0,8,03,00,01,4B,14,06,01,01,
0,10114001,true,Rx,0,8,03,30,CF,CC,30,36,CF,CF,
0,10114001,true,Rx,0,8,CF,CF,CF,CF,CF,CF,CF,CF,
0,10114001,true,Rx,0,8,CF,CF,CF,CF,CF,CF,CF,CF,
0,10214001,true,Rx,0,3,CF,7A,E8,00,00,00,00,00,
0,00480306,true,Rx,0,8,07,AA,02,21,00,0E,2F,00,
0,00880306,true,Rx,0,8,07,00,00,00,02,00,03,06,
0,00C80306,true,Rx,0,8,07,03,0D,01,00,00,00,00,
0,01080306,true,Rx,0,8,07,00,00,00,00,00,00,00,
0,01480306,true,Rx,0,8,07,00,00,00,00,00,00,00,
0,01880306,true,Rx,0,8,07,00,00,00,00,00,00,00,
0,01C80306,true,Rx,0,8,07,00,00,00,00,00,00,00,
0,02080306,true,Rx,0,8,02,38,8A,00,00,00,00,00,
0,004B0314,true,Rx,0,8,07,AA,02,35,00,0D,2E,2C,
0,008B0314,true,Rx,0,8,07,23,09,00,01,4B,03,14,
0,00CB0314,true,Rx,0,8,07,03,30,2C,03,F4,2C,2C,
0,010B0314,true,Rx,0,8,07,0B,22,2C,2C,51,E0,2C,
0,014B0314,true,Rx,0,8,07,2C,49,C1,D3,D3,1F,3B,
0,018B0314,true,Rx,0,8,07,2C,2C,1E,3B,2C,2C,36,
0,01CB0314,true,Rx,0,8,07,2D,E0,20,2C,2C,EE,20,
0,020B0314,true,Rx,0,8,07,2C,2C,37,34,F5,61,2C,
0,024B0314,true,Rx,0,8,07,2C,CA,3F,2C,2C,2C,2C,
0,028B0314,true,Rx,0,8,07,2C,2C,2C,2C,2C,2C,BA,
0,02CB0314,true,Rx,0,8,01,A0,00,00,00,00,00,00,
0,00460306,true,Rx,0,8,07,AA,02,17,00,89,2C,2D,
0,00860306,true,Rx,0,8,07,23,09,00,01,4B,14,06,
0,00C60306,true,Rx,0,8,07,03,30,2D,2E,D2,D4,2D,
0,01060306,true,Rx,0,8,07,2D,2D,2D,2D,2D,2D,2D,
0,01460306,true,Rx,0,8,07,2D,2D,2D,2D,2D,2D,2D,
0,01860306,true,Rx,0,8,06,2D,2D,2D,2D,1F,33,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,004D1403,true,Rx,0,8,07,AA,02,45,00,AF,2D,2E,
0,008D1403,true,Rx,0,8,07,23,09,00,01,4B,14,03,
0,00CD1403,true,Rx,0,8,07,03,2F,2F,6B,2E,66,79,
0,010D1403,true,Rx,0,8,07,1B,1F,74,65,66,1A,7D,
0,014D1403,true,Rx,0,8,07,68,1B,7E,1E,16,1B,1D,
0,018D1403,true,Rx,0,8,07,65,2E,2F,2E,2F,29,2D,
0,01CD1403,true,Rx,0,8,07,2E,2B,2C,2F,2E,2B,2E,
0,020D1403,true,Rx,0,8,07,2E,2E,2E,2E,2E,2D,2F,
0,024D1403,true,Rx,0,8,07,2F,CA,22,D1,D1,D1,D1,
0,028D1403,true,Rx,0,8,07,21,7B,2E,2E,2E,2E,76,
0,02CD1403,true,Rx,0,8,07,2C,2E,2E,D7,2E,2E,2E,
0,030D1403,true,Rx,0,8,07,2E,2E,2E,2E,2E,2E,2E,
0,034D1403,true,Rx,0,4,03,2E,CB,74,00,00,00,00,
0,004D1406,true,Rx,0,8,07,AA,02,45,00,AF,2D,2F,
0,008D1406,true,Rx,0,8,07,23,09,00,01,4B,14,06,
0,00CD1406,true,Rx,0,8,07,03,2F,2E,6A,2F,67,78,
0,010D1406,true,Rx,0,8,07,1A,1E,75,64,67,1B,7C,
0,014D1406,true,Rx,0,8,07,69,1A,7F,1F,17,1A,1C,
0,018D1406,true,Rx,0,8,07,64,2F,2E,2F,2E,28,2C,
0,01CD1406,true,Rx,0,8,07,2F,2A,2D,2E,2F,2A,2F,
0,020D1406,true,Rx,0,8,07,2F,2F,2F,2F,2F,2C,2E,
0,024D1406,true,Rx,0,8,07,2E,CB,23,D0,D0,D0,D0,
0,028D1406,true,Rx,0,8,07,20,7A,2F,2F,2F,2F,77,
0,02CD1406,true,Rx,0,8,07,2D,2F,2F,D6,2F,2F,2F,
0,030D1406,true,Rx,0,8,07,2F,2F,2F,2F,2F,2F,2F,
0,034D1406,true,Rx,0,4,03,2F,84,AB,00,00,00,00,
0,10014001,true,Rx,0,8,AA,03,45,00,C4,2D,D0,E5,
0,10114001,true,Rx,0,8,03,00,01,4B,14,03,01,01,
0,10114001,true,Rx,0,8,03,2F,D1,95,D0,98,87,E5,
0,10114001,true,Rx,0,8,E1,8A,9B,98,E4,83,96,E5,
0,10114001,true,Rx,0,8,80,E0,E8,E5,E3,9B,D0,D1,
0,10114001,true,Rx,0,8,D0,D1,D7,D3,D0,D5,D2,D1,
0,10114001,true,Rx,0,8,D0,D5,D0,D0,D0,D0,D0,D0,
0,10114001,true,Rx,0,8,D3,D1,D1,34,DC,2F,2F,2F,
0,10114001,true,Rx,0,8,2F,DF,85,D0,D0,D0,D0,88,
0,10114001,true,Rx,0,8,D2,D0,D0,29,D0,D0,D0,D0,
0,10114001,true,Rx,0,8,D0,D0,D0,D0,D0,D0,D0,38,
0,10214001,true,Rx,0,1,2D,00,00,00,00,00,00,00,
0,00560314,true,Rx,0,8,07,AA,02,84,00,57,2E,2E,
0,00960314,true,Rx,0,8,07,23,09,00,01,4B,03,14,
0,00D60314,true,Rx,0,8,07,03,2F,2F,AA,2E,7C,1D,
0,01160314,true,Rx,0,8,07,1D,1F,74,65,6C,1B,7D,
0,01560314,true,Rx,0,8,07,69,17,78,1F,1A,1F,1D,
0,01960314,true,Rx,0,8,07,D1,D1,D1,D1,2F,5C,2C,
0,01D60314,true,Rx,0,8,07,25,2C,2F,2E,25,2C,2C,
0,02160314,true,Rx,0,8,07,2F,2C,2E,E6,2E,2E,2F,
0,02560314,true,Rx,0,8,07,29,01,F6,2E,2E,09,20,
0,02960314,true,Rx,0,8,07,2E,2E,2F,2E,2C,48,52,
0,02D60314,true,Rx,0,8,07,E2,6F,34,59,E2,2E,2E,
0,03160314,true,Rx,0,8,07,6D,C3,D1,D1,2E,2F,2E,
0,03560314,true,Rx,0,8,07,2E,2E,2F,2E,2E,2E,2F,
0,03960314,true,Rx,0,8,07,2E,2E,2E,2E,2E,2E,2E,
0,03D60314,true,Rx,0,8,07,2E,2E,2E,2E,2E,2E,2E,
0,04160314,true,Rx,0,8,07,2E,2E,2E,2E,2E,2E,2E,
0,04560314,true,Rx,0,8,07,2E,2E,2E,2E,2E,2E,2E,
0,04960314,true,Rx,0,8,07,2E,2E,2E,2E,2E,2E,2E,
0,04D60314,true,Rx,0,8,07,2E,2E,2E,2E,35,36,0E,
0,05160314,true,Rx,0,8,07,60,2E,2E,1D,39,2E,2E,
0,05560314,true,Rx,0,8,07,1C,39,2E,2E,4A,3A,2E,
0,05960314,true,Rx,0,8,03,4A,32,3D,00,00,00,00,
0,004D0306,true,Rx,0,8,07,AA,02,45,00,AF,2D,2F,
0,008D0306,true,Rx,0,8,07,23,09,00,01,4B,14,06,
0,00CD0306,true,Rx,0,8,07,03,2F,2E,6A,2F,67,78,
0,010D0306,true,Rx,0,8,07,1A,1E,75,64,67,1B,7C,
0,014D0306,true,Rx,0,8,07,69,1A,7F,1F,17,1A,1C,
0,018D0306,true,Rx,0,8,07,64,2F,2E,2F,2E,28,2C,
0,01CD0306,true,Rx,0,8,07,2F,2A,2D,2E,2F,2A,2F,
0,020D0306,true,Rx,0,8,07,2F,2F,2F,2F,2F,2C,2E,
0,024D0306,true,Rx,0,8,07,2E,CB,23,D0,D0,D0,D0,
0,028D0306,true,Rx,0,8,07,20,7A,2F,2F,2F,2F,77,
0,02CD0306,true,Rx,0,8,07,2D,2F,2F,D6,2F,2F,2F,
0,030D0306,true,Rx,0,8,07,2F,2F,2F,2F,2F,2F,2F,
0,034D0306,true,Rx,0,8,03,2F,84,AB,00,00,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00431406,true,Rx,0,8,07,AA,02,01,00,A0,2C,30,
0,00831406,true,Rx,0,8,07,23,09,00,01,4B,14,06,
0,00C31406,true,Rx,0,6,05,03,27,31,6E,0E,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00461403,true,Rx,0,8,07,AA,02,17,00,89,2C,31,
0,00861403,true,Rx,0,8,07,23,09,00,01,4B,14,03,
0,00C61403,true,Rx,0,8,07,03,30,31,32,CE,C8,31,
0,01061403,true,Rx,0,8,07,31,31,31,31,31,31,31,
0,01461403,true,Rx,0,8,07,31,31,31,31,31,31,31,
0,01861403,true,Rx,0,7,06,31,31,31,31,87,FB,00,
0,00461406,true,Rx,0,8,07,AA,02,17,00,89,2C,32,
0,00861406,true,Rx,0,8,07,23,09,00,01,4B,14,06,
0,00C61406,true,Rx,0,8,07,03,30,32,31,CD,CB,32,
0,01061406,true,Rx,0,8,07,32,32,32,32,32,32,32,
0,01461406,true,Rx,0,8,07,32,32,32,32,32,32,32,
0,01861406,true,Rx,0,7,06,32,32,32,32,57,27,00,
0,10014001,true,Rx,0,8,AA,03,17,00,E2,2C,D1,E5,
0,10114001,true,Rx,0,8,03,00,01,4B,14,06,01,01,
0,10114001,true,Rx,0,8,03,30,D1,D2,2E,28,D1,D1,
0,10114001,true,Rx,0,8,D1,D1,D1,D1,D1,D1,D1,D1,
0,10114001,true,Rx,0,8,D1,D1,D1,D1,D1,D1,D1,D1,
0,10214001,true,Rx,0,3,D1,16,30,00,00,00,00,00,
0,00430306,true,Rx,0,8,07,AA,02,01,00,A0,2C,30,
0,00830306,true,Rx,0,8,07,23,09,00,01,4B,14,06,
0,00C30306,true,Rx,0,8,05,03,27,31,6E,0E,00,00,
0,00440306,true,Rx,0,8,07,AA,02,05,00,F4,2C,00,
0,00840306,true,Rx,0,8,07,00,00,00,00,00,03,06,
0,00C40306,true,Rx,0,8,07,03,13,01,02,01,1A,00,
0,01040306,true,Rx,0,8,02,7E,A0,00,00,00,00,00,
0,004B0314,true,Rx,0,8,07,AA,02,35,00,0D,2E,31,
0,008B0314,true,Rx,0,8,07,23,09,00,01,4B,03,14,
0,00CB0314,true,Rx,0,8,07,03,30,31,1E,E9,31,31,
0,010B0314,true,Rx,0,8,07,16,3F,31,31,4C,FD,31,
0,014B0314,true,Rx,0,8,07,31,54,DC,CE,CE,02,26,
0,018B0314,true,Rx,0,8,07,31,31,03,26,31,31,2B,
0,01CB0314,true,Rx,0,8,07,30,FD,3D,31,31,F3,3D,
0,020B0314,true,Rx,0,8,07,31,31,2A,29,E8,7C,31,
0,024B0314,true,Rx,0,8,07,31,D7,22,31,31,31,31,
0,028B0314,true,Rx,0,8,07,31,31,31,31,31,31,CB,
0,02CB0314,true,Rx,0,8,01,0C,00,00,00,00,00,00,
0,00460306,true,Rx,0,8,07,AA,02,17,00,89,2C,32,
0,00860306,true,Rx,0,8,07,23,09,00,01,4B,14,06,
0,00C60306,true,Rx,0,8,07,03,30,32,31,CD,CB,32,
0,01060306,true,Rx,0,8,07,32,32,32,32,32,32,32,
0,01460306,true,Rx,0,8,07,32,32,32,32,32,32,32,
0,01860306,true,Rx,0,8,06,32,32,32,32,57,27,00,
0,00430306,true,Rx,0,8,07,AA,02,01,00,A0,2C,00,
0,00830306,true,Rx,0,8,07,00,00,00,00,00,03,06,
0,00C30306,true,Rx,0,8,05,01,50,00,26,A7,00,00,
0,00430342,true,Rx,0,8,07,AA,02,01,00,A0,2C,00,
0,00830342,true,Rx,0,8,07,00,00,00,00,00,03,42,
0,00C30342,true,Rx,0,8,05,01,50,00,32,57,00,00,
0,00430308,true,Rx,0,8,07,AA,02,01,00,A0,2C,00,
0,00830308,true,Rx,0,8,07,00,00,00,00,00,03,08,
0,00C30308,true,Rx,0,8,05,01,50,00,24,4F,00,00,
0,00430308,true,Rx,0,8,07,AA,02,01,00,A0,2C,00,
0,00830308,true,Rx,0,8,07,00,00,00,00,00,03,08,
0,00C30308,true,Rx,0,8,05,03,21,01,60,1F,00,00,
0,00440308,true,Rx,0,8,07,AA,02,0A,00,37,2C,00,
0,00840308,true,Rx,0,8,07,00,00,00,00,00,03,08,
0,00C40308,true,Rx,0,8,07,03,22,01,02,00,00,00,
0,01040308,true,Rx,0,8,07,00,00,00,00,00,53,FC,
0,00431403,true,Rx,0,8,07,AA,02,01,00,A0,2E,00,
0,00831403,true,Rx,0,8,07,00,00,00,01,4B,14,03,
0,00C31403,true,Rx,0,6,05,01,50,01,75,14,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00450306,true,Rx,0,8,07,AA,02,0C,00,49,2C,00,
0,00850306,true,Rx,0,8,07,00,00,00,00,00,03,06,
0,00C50306,true,Rx,0,8,07,03,23,00,00,01,00,01,
0,01050306,true,Rx,0,8,07,64,14,01,01,00,01,00,
0,01450306,true,Rx,0,8,02,91,C4,00,00,00,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00430306,true,Rx,0,8,07,AA,02,02,00,9F,2C,00,
0,00830306,true,Rx,0,8,07,00,00,00,00,00,03,06,
0,00C30306,true,Rx,0,8,06,03,10,01,01,99,28,00,
0,00431403,true,Rx,0,8,07,AA,02,01,00,A0,2C,33,
0,00831403,true,Rx,0,8,07,23,09,00,01,4B,14,03,
0,00C31403,true,Rx,0,6,05,01,50,33,66,77,00,00,
0,00431406,true,Rx,0,8,07,AA,02,01,00,A0,2C,34,
0,00831406,true,Rx,0,8,07,23,09,00,01,4B,14,06,
0,00C31406,true,Rx,0,6,05,01,50,34,3D,0D,00,00,
0,00430314,true,Rx,0,8,07,AA,02,01,00,A0,2E,33,
0,00830314,true,Rx,0,8,07,23,09,00,01,4B,03,14,
0,00C30314,true,Rx,0,8,05,01,50,32,2F,C7,00,00,
0,00430306,true,Rx,0,8,07,AA,02,01,00,A0,2C,34,
0,00830306,true,Rx,0,8,07,23,09,00,01,4B,14,06,
0,00C30306,true,Rx,0,8,05,01,50,34,3D,0D,00,00,
0,00461403,true,Rx,0,8,07,AA,02,17,00,89,2C,35,
0,00861403,true,Rx,0,8,07,23,09,00,01,4B,14,03,
0,00C61403,true,Rx,0,8,07,03,30,35,36,CA,CF,35,
0,01061403,true,Rx,0,8,07,35,35,35,35,35,35,35,
0,01461403,true,Rx,0,8,07,35,35,35,35,35,35,35,
0,01861403,true,Rx,0,7,06,35,35,35,35,2E,26,00,
0,00461406,true,Rx,0,8,07,AA,02,17,00,89,2C,36,
0,00861406,true,Rx,0,8,07,23,09,00,01,4B,14,06,
0,00C61406,true,Rx,0,8,07,03,30,36,35,C9,CC,36,
0,01061406,true,Rx,0,8,07,36,36,36,36,36,36,36,
0,01461406,true,Rx,0,8,07,36,36,36,36,36,36,36,
0,01861406,true,Rx,0,7,06,36,36,36,36,FE,FA,00,
0,10014001,true,Rx,0,8,AA,03,17,00,E2,2C,D2,E5,
0,10114001,true,Rx,0,8,03,00,01,4B,14,06,01,01,
0,10114001,true,Rx,0,8,03,30,D2,D1,2D,28,D2,D2,
0,10114001,true,Rx,0,8,D2,D2,D2,D2,D2,D2,D2,D2,
0,10114001,true,Rx,0,8,D2,D2,D2,D2,D2,D2,D2,D2,
0,10214001,true,Rx,0,3,D2,5C,1F,00,00,00,00,00,
0,004B0314,true,Rx,0,8,07,AA,02,35,00,0D,2E,35,
0,008B0314,true,Rx,0,8,07,23,09,00,01,4B,03,14,
0,00CB0314,true,Rx,0,8,07,03,30,35,19,ED,35,35,
0,010B0314,true,Rx,0,8,07,12,3B,35,35,41,F9,35,
0,014B0314,true,Rx,0,8,07,35,B2,D8,CA,CA,06,22,
0,018B0314,true,Rx,0,8,07,35,35,07,22,35,35,2F,
0,01CB0314,true,Rx,0,8,07,34,F8,39,35,35,F6,39,
0,020B0314,true,Rx,0,8,07,35,35,2E,2D,EC,78,35,
0,024B0314,true,Rx,0,8,07,35,D0,26,35,35,35,35,
0,028B0314,true,Rx,0,8,07,35,35,35,35,35,35,2C,
0,02CB0314,true,Rx,0,8,01,35,00,00,00,00,00,00,
0,00460306,true,Rx,0,8,07,AA,02,17,00,89,2C,36,
0,00860306,true,Rx,0,8,07,23,09,00,01,4B,14,06,
0,00C60306,true,Rx,0,8,07,03,30,36,35,C9,CC,36,
0,01060306,true,Rx,0,8,07,36,36,36,36,36,36,36,
0,01460306,true,Rx,0,8,07,36,36,36,36,36,36,36,
0,01860306,true,Rx,0,8,06,36,36,36,36,FE,FA,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00430342,true,Rx,0,8,07,AA,02,01,00,A0,2D,02,
0,00830342,true,Rx,0,8,07,03,01,00,3A,00,03,42,
0,00C30342,true,Rx,0,8,05,03,19,03,75,E1,00,00,
0,004D1403,true,Rx,0,8,07,AA,02,45,00,AF,2D,37,
0,008D1403,true,Rx,0,8,07,23,09,00,01,4B,14,03,
0,00CD1403,true,Rx,0,8,07,03,2F,36,72,37,7F,60,
0,010D1403,true,Rx,0,8,07,02,06,6D,7C,7F,03,64,
0,014D1403,true,Rx,0,8,07,71,02,67,07,0F,02,04,
0,018D1403,true,Rx,0,8,07,7C,37,36,37,36,30,34,
0,01CD1403,true,Rx,0,8,07,37,32,35,36,37,32,37,
0,020D1403,true,Rx,0,8,07,37,37,37,37,37,34,36,
0,024D1403,true,Rx,0,8,07,36,D3,3B,C8,C8,C8,C8,
0,028D1403,true,Rx,0,8,07,38,62,37,37,37,37,6F,
0,02CD1403,true,Rx,0,8,07,35,37,37,CE,37,37,37,
0,030D1403,true,Rx,0,8,07,37,37,37,37,37,37,37,
0,034D1403,true,Rx,0,4,03,37,5A,38,00,00,00,00,
0,004D1406,true,Rx,0,8,07,AA,02,45,00,AF,2D,38,
0,008D1406,true,Rx,0,8,07,23,09,00,01,4B,14,06,
0,00560314,true,Rx,0,8,07,AA,02,84,00,57,2E,37,
0,00CD1406,true,Rx,0,8,07,03,2F,39,7D,38,70,6F,
0,00960314,true,Rx,0,8,07,23,09,00,01,4B,03,14,
0,010D1406,true,Rx,0,8,07,0D,09,62,73,70,0C,6B,
0,00D60314,true,Rx,0,8,07,03,2F,36,B3,37,65,04,
0,014D1406,true,Rx,0,8,07,7E,0D,68,08,00,0D,0B,
0,01160314,true,Rx,0,8,07,04,06,6D,7C,75,02,64,
0,018D1406,true,Rx,0,8,07,73,38,39,38,39,3F,3B,
0,01560314,true,Rx,0,8,07,70,0E,61,06,03,06,04,
0,01CD1406,true,Rx,0,8,07,38,3D,3A,39,38,3D,38,
0,01960314,true,Rx,0,8,07,C8,C8,C8,C8,36,45,35,
0,020D1406,true,Rx,0,8,07,38,38,38,38,38,3B,39,
0,01D60314,true,Rx,0,8,07,3C,35,36,37,3C,35,35,
0,024D1406,true,Rx,0,8,07,39,DC,34,C7,C7,C7,C7,
0,02160314,true,Rx,0,8,07,36,35,37,FF,37,37,36,
0,028D1406,true,Rx,0,8,07,37,6D,38,38,38,38,60,
0,02560314,true,Rx,0,8,07,30,1B,EF,37,37,10,39,
0,02CD1406,true,Rx,0,8,07,3A,38,38,C1,38,38,38,
0,02960314,true,Rx,0,8,07,37,37,36,37,35,51,4B,
0,030D1406,true,Rx,0,8,07,38,38,38,38,38,38,38,
0,02D60314,true,Rx,0,8,07,FB,76,2D,43,FB,37,37,
0,034D1406,true,Rx,0,4,03,38,1F,60,00,00,00,00,
0,03160314,true,Rx,0,8,07,B0,DA,C8,C8,37,36,37,
0,03560314,true,Rx,0,8,07,37,37,36,37,37,37,36,
0,03960314,true,Rx,0,8,07,37,37,37,37,37,37,37,
0,03D60314,true,Rx,0,8,07,37,37,37,37,37,37,37,
0,04160314,true,Rx,0,8,07,37,37,37,37,37,37,37,
0,04560314,true,Rx,0,8,07,37,37,37,37,37,37,37,
0,04960314,true,Rx,0,8,07,37,37,37,37,37,37,37,
0,04D60314,true,Rx,0,8,07,37,37,37,37,2C,2F,17,
0,05160314,true,Rx,0,8,07,79,37,37,04,20,37,37,
0,05560314,true,Rx,0,8,07,05,20,37,37,53,23,37,
0,05960314,true,Rx,0,8,03,53,1C,DF,00,00,00,00,
0,10014001,true,Rx,0,8,AA,03,45,00,C4,2D,D3,E5,
0,004D0306,true,Rx,0,8,07,AA,02,45,00,AF,2D,38,
0,008D0306,true,Rx,0,8,07,23,09,00,01,4B,14,06,
0,10114001,true,Rx,0,8,03,00,01,4B,14,03,01,01,
0,00CD0306,true,Rx,0,8,07,03,2F,39,7D,38,70,6F,
0,010D0306,true,Rx,0,8,07,0D,09,62,73,70,0C,6B,
0,014D0306,true,Rx,0,8,07,7E,0D,68,08,00,0D,0B,
0,10114001,true,Rx,0,8,03,2F,D2,96,D3,9B,84,E6,
0,018D0306,true,Rx,0,8,07,73,38,39,38,39,3F,3B,
0,10114001,true,Rx,0,8,E2,89,98,9B,E7,80,95,E6,
0,01CD0306,true,Rx,0,8,07,38,3D,3A,39,38,3D,38,
0,10114001,true,Rx,0,8,83,E3,EB,E6,E0,98,D3,D2,
0,020D0306,true,Rx,0,8,07,38,38,38,38,38,3B,39,
